Workno,Fname,Lastname,Password,Assets,Income,Liabilities,NetWorth,Experience,Salaries_Income
24874,HIGGINS,GEE,1090,22483268,2631827,641061,24474034,10,300000
24875,BALL,GIVENS,1090,40083617,5928702,663941,45348378,20,450000
24876,CORTEZ,CARDONA,1090,17282536,8688195,768721,25202010,10,300000
24877,LE,SCHAFER,1090,19885366,2503528,241141,22147753,10,300000
24878,GRIFFITH,ROBISON,1090,30068706,19457743,877185,48649264,20,450000
24879,BOWEN,GUNTER,1090,15189464,6786995,349551,21626908,10,300000
24880,SHARP,GRIGGS,1090,37145660,10493872,199084,47440448,20,450000
24881,CUMMINGS,TOVAR,1090,13797345,11442870,625389,24614826,10,300000
24882,RAMSEY,TEAGUE,1090,47296275,14646219,261188,61681306,30,500000
24883,HARDY,SWIFT,1090,9553114,7169087,23978,16698223,8,250000
24884,SWANSON,BOWDEN,1090,44783425,3269891,78436,47974880,20,450000
24885,BARBER,SCHULZ,1090,12470572,12938339,175596,25233315,10,300000
24886,ACOSTA,BLANTON,1090,40116907,15419134,200124,55335917,20,450000
24887,LUNA,BUCKNER,1090,33714938,1659773,861683,34513028,15,400000
24888,CHANDLER,WHALEN,1090,17731366,18311768,372487,35670647,15,400000
24889,BLAIR,PRITCHARD,1090,9409758,9089235,211131,18287862,8,250000
24890,DANIEL,PIERRE,1090,3037574,17067677,133859,19971392,8,250000
24891,CROSS,KANG,1090,47446721,11085473,49120,58483074,20,450000
24892,SIMON,METCALF,1090,37592451,7023616,845996,43770071,20,450000
24893,DENNIS,BUTTS,1090,44918060,12162177,950891,56129346,20,450000
24894,OCONNOR,KURTZ,1090,10010569,5966916,648404,15329081,8,250000
24895,QUINN,SANDERSON,1090,23820491,10473711,309656,33984546,15,400000
24896,GROSS,TOMPKINS,1090,6323161,9291599,198907,15415853,8,250000
24897,NAVARRO,INMAN,1090,23499792,18527219,349049,41677962,20,450000
24898,MOSS,CROWDER,1090,24282181,8818376,87952,33012605,15,400000
24899,FITZGERALD,DICKEY,1090,42462153,11925625,536634,53851144,20,450000
24900,DOYLE,HUTCHISON,1090,8842100,6226010,480315,14587795,8,250000
24901,MCLAUGHLIN,CONKLIN,1090,29436804,4586625,663006,33360423,15,400000
24902,ROJAS,HOSKINS,1090,49729555,15086058,67630,64747983,30,500000
24903,RODGERS,HOLBROOK,1090,36174561,8050308,772037,43452832,20,450000
24904,STEVENSON,HORNER,1090,45558131,9153974,980623,53731482,20,450000
24905,SINGH,NEELY,1090,24874824,19432975,235818,44071981,20,450000
24906,YANG,TATUM,1090,20091793,3232108,720327,22603574,10,300000
24907,FIGUEROA,HOLLINGSWORTH,1090,17972303,2491970,993887,19470386,8,250000
24908,HARMON,DRAPER,1090,11241961,18674846,447091,29469716,10,300000
24909,NEWTON,CLEMENT,1090,2432737,7372978,792948,9012767,6,200000
24910,PAUL,LORD,1090,43650915,17236669,231930,60655654,30,500000
24911,MANNING,REECE,1090,14794567,11762057,894485,25662139,10,300000
24912,GARNER,FELDMAN,1090,15874752,14608816,583734,29899834,10,300000
24913,MCGEE,KAY,1090,47764420,16176172,766630,63173962,30,500000
24914,REESE,HAGEN,1090,45562302,9567630,713798,54416134,20,450000
24915,FRANCIS,CREWS,1090,22951074,7629899,999998,29580975,10,300000
24916,BURGESS,BOWLES,1090,49789615,10930575,224972,60495218,30,500000
24917,ADKINS,POST,1090,24768499,12235780,655590,36348689,15,400000
24918,GOODMAN,JEWELL,1090,47334637,14844435,967657,61211415,30,500000
24919,CURRY,DALEY,1090,26510021,5970683,451221,32029483,15,400000
24920,BRADY,CORDERO,1090,43317616,10396650,444432,53269834,20,450000
24921,CHRISTENSEN,MCKINLEY,1090,16513296,6981261,684820,22809737,10,300000
24922,POTTER,VELASCO,1090,30247710,8499282,994307,37752685,15,400000
24923,WALTON,MASTERS,1090,33632497,3468385,210104,36890778,15,400000
24924,GOODWIN,DRISCOLL,1090,27024875,4100783,66944,31058714,15,400000
24925,MULLINS,BURRELL,1090,37469192,1487674,545967,38410899,15,400000
24926,MOLINA,VALLE,1090,41365242,13511955,546932,54330265,20,450000
24927,WEBSTER,CROW,1090,49780439,15196656,883313,64093782,30,500000
24928,FISCHER,DEVINE,1090,31563683,12265015,157386,43671312,20,450000
24929,CAMPOS,LARKIN,1090,30835885,17003664,259790,47579759,20,450000
24930,AVILA,CHAPPELL,1090,34603921,17743839,325850,52021910,20,450000
24931,SHERMAN,POLLOCK,1090,3531661,3192396,388606,6335451,5,150000
24932,TODD,LY,1090,1661873,14973396,469279,16165990,8,250000
24933,CHANG,KIMBALL,1090,10673871,1372690,296807,11749754,6,200000
24934,BLAKE,SCHMITZ,1090,19636166,18818157,189191,38265132,15,400000
24935,MALONE,LU,1090,41526934,9085916,180894,50431956,20,450000
24936,WOLF,RUBIN,1090,2411196,2056544,89847,4377893,5,150000
24937,HODGES,SELF,1090,6446831,17720171,903721,23263281,10,300000
24938,JUAREZ,BARRIOS,1090,39534462,2392150,910590,41016022,20,450000
24939,GILL,PEREIRA,1090,11183159,6249470,8247,17424382,8,250000
24940,FARMER,PHIPPS,1090,31382540,7536551,840681,38078410,15,400000
24941,HINES,MCMANUS,1090,32456838,13531086,195393,45792531,20,450000
24942,GALLAGHER,NANCE,1090,26005159,15079585,219879,40864865,20,450000
24943,DURAN,STEINER,1090,2592446,15987734,774894,17805286,8,250000
24944,HUBBARD,POE,1090,19484475,19489217,493826,38479866,15,400000
24945,CANNON,CROCKETT,1090,19802060,3083781,628980,22256861,10,300000
24946,MIRANDA,JEFFRIES,1090,4812807,1705976,873019,5645764,5,150000
24947,WANG,AMOS,1090,8621629,2249410,348274,10522765,6,200000
24948,SAUNDERS,NIX,1090,11369158,3524321,869615,14023864,8,250000
24949,TATE,NEWSOME,1090,7362462,5848913,699946,12511429,8,250000
24950,MACK,DOOLEY,1090,18063472,4498276,719568,21842180,10,300000
24951,HAMMOND,PAYTON,1090,44300864,13073483,504505,56869842,20,450000
24952,CARRILLO,ROSEN,1090,21348985,1521606,752000,22118591,10,300000
24953,TOWNSEND,SWENSON,1090,47798363,2276860,729490,49345733,20,450000
24954,WISE,CONNELLY,1090,15082186,4319329,606763,18794752,8,250000
24955,INGRAM,TOLBERT,1090,41109406,3063123,579273,43593256,20,450000
24956,BARTON,SEGURA,1090,6329058,18236419,916394,23649083,10,300000
24957,MEJIA,ESPOSITO,1090,6373750,9317606,883987,14807369,8,250000
24958,AYALA,COKER,1090,39567573,16704885,349156,55923302,20,450000
24959,SCHROEDER,BIGGS,1090,42175648,4819647,908432,46086863,20,450000
24960,HAMPTON,HINKLE,1090,27475165,13048520,650473,39873212,15,400000
24961,ROWE,THURMAN,1090,30812802,7612463,767333,37657932,15,400000
24962,PARSONS,DREW,1090,22317003,18562253,303337,40575919,20,450000
24963,FRANK,IVEY,1090,9727602,1664000,917306,10474296,6,200000
24964,WATERS,BULLARD,1090,45745483,12007785,551776,57201492,20,450000
24965,STRICKLAND,BAEZ,1090,14328806,12095933,819954,25604785,10,300000
24966,OSBORNE,NEFF,1090,19546422,12446783,333110,31660095,15,400000
24967,MAXWELL,MAHER,1090,34272543,2032863,821293,35484113,15,400000
24968,CHAN,STRATTON,1090,41429080,19422699,926060,59925719,20,450000
24969,DELEON,EGAN,1090,18907393,8172980,672872,26407501,10,300000
24970,NORMAN,DUBOIS,1090,1956260,2193479,177886,3971853,4,100000
24971,HARRINGTON,GALLARDO,1090,34923346,7182624,56378,42049592,20,450000
24972,CASEY,BLUE,1090,48411276,3797425,395103,51813598,20,450000
24973,PATTON,RAINEY,1090,44199877,2852918,437532,46615263,20,450000
24974,LOGAN,YEAGER,1090,13756431,19080896,984094,31853233,15,400000
24975,BOWERS,SAUCEDO,1090,4141740,1312372,687599,4766513,5,150000
24976,MUELLER,FERREIRA,1090,34445845,11667448,27482,46085811,20,450000
24977,GLOVER,SPRAGUE,1090,33006767,12122472,547940,44581299,20,450000
24978,FLOYD,LACY,1090,9172586,13993144,164051,23001679,10,300000
24979,HARTMAN,HURTADO,1090,18417106,8712184,449026,26680264,10,300000
24980,BUCHANAN,HEARD,1090,15168656,13778658,164283,28783031,10,300000
24981,COBB,CONNELL,1090,10175558,15430215,244833,25360940,10,300000
24982,FRENCH,STAHL,1090,24021776,1731795,485080,25268491,10,300000
24983,KRAMER,ALDRIDGE,1090,35164601,10051548,419426,44796723,20,450000
24984,MCCORMICK,AMAYA,1090,29499049,4425874,14784,33910139,15,400000
24985,CLARKE,FORREST,1090,37133205,19465573,644906,55953872,20,450000
24986,TYLER,ERWIN,1090,29864181,9349857,451817,38762221,15,400000
24987,GIBBS,GUNN,1090,21131720,16734061,848745,37017036,15,400000
24988,MOODY,SWAN,1090,15894147,10598681,307280,26185548,10,300000
24989,CONNER,BUTCHER,1090,22723552,14402131,250735,36874948,15,400000
24990,SPARKS,ROSADO,1090,47957640,3092789,391846,50658583,20,450000
24991,MCGUIRE,GODWIN,1090,45720016,19835515,129980,65425551,30,500000
24992,LEON,HAND,1090,46062466,4783408,74276,50771598,20,450000
24993,BAUER,GABRIEL,1090,25838284,7099232,965382,31972134,15,400000
24994,NORTON,OTTO,1090,20164034,8894417,20468,29037983,10,300000
24995,POPE,WHALEY,1090,4305034,8823167,27328,13100873,8,250000
24996,FLYNN,LUDWIG,1090,34346272,19163154,145734,53363692,20,450000
24997,HOGAN,CLIFFORD,1090,30090230,5447330,311704,35225856,15,400000
24998,ROBLES,GROVE,1090,27069097,1597818,166972,28499943,10,300000
24999,SALINAS,BEAVER,1090,2479195,12408668,425263,14462600,8,250000
25000,YATES,SILVER,1090,48297298,16240118,884956,63652460,30,500000
25001,LINDSEY,DANG,1090,34606867,12517212,30145,47093934,20,450000
25002,LLOYD,HAMMER,1090,12664669,18643661,673310,30635020,15,400000
25003,MARSH,DICK,1090,16624976,11885357,939974,27570359,10,300000
25004,MCBRIDE,BOSWELL,1090,7357098,17851153,239210,24969041,10,300000
25005,OWEN,MEAD,1090,31122853,8162225,479341,38805737,15,400000
25006,SOLIS,COLVIN,1090,23521979,17488748,940759,40069968,20,450000
25007,PHAM,OLEARY,1090,47501191,3256969,603468,50154692,20,450000
25008,LANG,MILLIGAN,1090,29720324,17714680,772166,46662838,20,450000
25009,PRATT,GOINS,1090,17453255,10935224,802997,27585482,10,300000
25010,LARA,AMES,1090,46074645,1948304,22369,48000580,20,450000
25011,BROCK,DODGE,1090,744049,7224152,643250,7324951,5,150000
25012,BALLARD,KAUR,1090,47600977,4438457,653436,51385998,20,450000
25013,TRUJILLO,ESCOBEDO,1090,49318952,3917483,189214,53047221,20,450000
25014,SHAFFER,ARREDONDO,1090,49347473,5214003,89316,54472160,20,450000
25015,DRAKE,GEIGER,1090,32234932,9103631,936773,40401790,20,450000
25016,ROMAN,WINKLER,1090,32283638,4964854,457278,36791214,15,400000
25017,AGUIRRE,DUNHAM,1090,24389489,9845982,190008,34045463,15,400000
25018,MORTON,TEMPLE,1090,41287802,18175222,64395,59398629,20,450000
25019,STOKES,BABCOCK,1090,23730002,14499280,74263,38155019,15,400000
25020,LAMB,BILLINGS,1090,42458003,13153358,272392,55338969,20,450000
25021,PACHECO,GRIMM,1090,16355309,14810771,612849,30553231,15,400000
25022,PATRICK,LILLY,1090,6833640,17663416,95560,24401496,10,300000
25023,COCHRAN,WESLEY,1090,17465199,10535144,902482,27097861,10,300000
25024,SHEPHERD,MCGHEE,1090,2185797,13247505,523656,14909646,8,250000
25025,CAIN,SIEGEL,1090,16858551,9748536,31878,26575209,10,300000
25026,BURNETT,PAINTER,1090,15001585,14007272,707079,28301778,10,300000
25027,HESS,BOWER,1090,15088609,6640040,217653,21510996,10,300000
25028,LI,PURCELL,1090,20044283,10106922,821965,29329240,10,300000
25029,CERVANTES,BLOCK,1090,45524331,15175810,351323,60348818,30,500000
25030,OLSEN,AGUILERA,1090,44377173,17174562,270663,61281072,30,500000
25031,BRIGGS,NORWOOD,1090,6352696,18624009,996454,23980251,10,300000
25032,OCHOA,SHERIDAN,1090,38640393,5862842,876858,43626377,20,450000
25033,CABRERA,CARTWRIGHT,1090,45261812,6531974,609899,51183887,20,450000
25034,VELASQUEZ,COATES,1090,1888487,15347199,998872,16236814,8,250000
25035,MONTOYA,DAVISON,1090,8444058,16601822,959329,24086551,10,300000
25036,ROTH,REGAN,1090,2956852,3329976,913025,5373803,5,150000
25037,MEYERS,RAMEY,1090,7167832,13114310,54954,20227188,10,300000
25038,CARDENAS,KOENIG,1090,48984555,18704852,110547,67578860,30,500000
25039,FUENTES,KRAFT,1090,14949180,10039089,847853,24140416,10,300000
25040,WEISS,BUNCH,1090,31173371,10921297,768655,41326013,20,450000
25041,HOOVER,ENGEL,1090,7675179,1737963,752882,8660260,6,200000
25042,WILKINS,TAN,1090,45714780,11980781,737104,56958457,20,450000
25043,NICHOLSON,WINN,1090,34790331,17026449,694434,51122346,20,450000
25044,UNDERWOOD,STEWARD,1090,24654376,1390719,946544,25098551,10,300000
25045,SHORT,LINK,1090,32340542,18590842,839282,50092102,20,450000
25046,CARSON,VICKERS,1090,27492022,10830279,580184,37742117,15,400000
25047,MORROW,BRAGG,1090,30720913,13546733,793743,43473903,20,450000
25048,COLON,PIPER,1090,6978595,19092070,386566,25684099,10,300000
25049,HOLLOWAY,HUGGINS,1090,16900742,8825636,650169,25076209,10,300000
25050,SUMMERS,MICHEL,1090,25288663,12320471,10905,37598229,15,400000
25051,BRYAN,HEALY,1090,24662283,18028625,618619,42072289,20,450000
25052,PETERSEN,JACOB,1090,35849639,8948152,180383,44617408,20,450000
25053,MCKENZIE,MCDONOUGH,1090,20709833,16039996,597510,36152319,15,400000
25054,SERRANO,WOLFF,1090,4724980,4020415,696308,8049087,6,200000
25055,WILCOX,COLBERT,1090,3635852,8069584,402901,11302535,6,200000
25056,CAREY,ZEPEDA,1090,12191592,2430438,384656,14237374,8,250000
25057,CLAYTON,HOANG,1090,22364524,18197453,677314,39884663,15,400000
25058,POOLE,DUGAN,1090,1344245,3062784,450356,3956673,4,100000
25059,CALDERON,MEADE,1090,49378166,5289706,990171,53677701,20,450000
25060,GALLEGOS,KILGORE,1090,6250573,10292420,948986,15594007,8,250000
25061,GREER,GUILLEN,1090,17889478,8353287,151989,26090776,10,300000
25062,RIVAS,DO,1090,18926349,8582078,812778,26695649,10,300000
25063,GUERRA,HINOJOSA,1090,18845337,4853869,876265,22822941,10,300000
25064,DECKER,GOODE,1090,36039404,12944506,714993,48268917,20,450000
25065,COLLIER,ARRINGTON,1090,13825626,15088577,248432,28665771,10,300000
25066,WALL,GARY,1090,3288938,10808498,81942,14015494,8,250000
25067,WHITAKER,SNELL,1090,17233134,2390113,370569,19252678,8,250000
25068,BASS,WILLARD,1090,21703459,7266572,475732,28494299,10,300000
25069,FLOWERS,RENTERIA,1090,13167467,5072339,676782,17563024,8,250000
25070,DAVENPORT,CHACON,1090,24286689,6333253,368193,30251749,15,400000
25071,CONLEY,GALLO,1090,26697760,18686554,733301,44651013,20,450000
25072,HOUSTON,HANKINS,1090,32683591,17085187,757300,49011478,20,450000
25073,HUFF,MONTANO,1090,1452802,11041490,445336,12048956,8,250000
25074,COPELAND,BROWNE,1090,17622007,16272565,125831,33768741,15,400000
25075,HOOD,PEACOCK,1090,46618757,3097245,88901,49627101,20,450000
25076,MONROE,OHARA,1090,8937401,10804461,390514,19351348,8,250000
25077,MASSEY,CORNELL,1090,1074049,18837842,3305,19908586,8,250000
25078,ROBERSON,SHERWOOD,1090,6231052,4653779,689931,10194900,6,200000
25079,COMBS,CASTELLANOS,1090,22920829,15814657,51706,38683780,15,400000
25080,FRANCO,THORPE,1090,7697227,10460150,64376,18093001,8,250000
25081,LARSEN,STILES,1090,9808529,12564040,144527,22228042,10,300000
25082,PITTMAN,SADLER,1090,28695561,10941697,829051,38808207,15,400000
25083,RANDALL,LATHAM,1090,15277995,18913190,410908,33780277,15,400000
25084,SKINNER,REDMOND,1090,25872273,3058605,661947,28268931,10,300000
25085,WILKINSON,GREENBERG,1090,30443192,17306673,382485,47367380,20,450000
25086,KIRBY,COTE,1090,36505045,18521284,741278,54285051,20,450000
25087,CAMERON,WADDELL,1090,11841392,13682282,207932,25315742,10,300000
25088,BRIDGES,DUKES,1090,40677531,9455873,514284,49619120,20,450000
25089,ANTHONY,DIAMOND,1090,30204414,8158119,557582,37804951,15,400000
25090,RICHARD,BUI,1090,11552062,4869812,599059,15822815,8,250000
25091,KIRK,MADRID,1090,17149009,10820568,112303,27857274,10,300000
25092,BRUCE,ALONSO,1090,24036642,15641419,312383,39365678,15,400000
25093,SINGLETON,SHEETS,1090,32057839,13193966,45587,45206218,20,450000
25094,MATHIS,IRVIN,1090,3931926,17501995,1358,21432563,10,300000
25095,BRADFORD,HURT,1090,45655011,5506741,574396,50587356,20,450000
25096,BOONE,FERRIS,1090,19882347,8200584,334764,27748167,10,300000
25097,ABBOTT,SEWELL,1090,31870023,17712159,609857,48972325,20,450000
25098,CHARLES,CARLTON,1090,24098181,11320155,816263,34602073,15,400000
25099,ALLISON,ARAGON,1090,8256646,6741647,278678,14719615,8,250000
25100,SWEENEY,BLACKMON,1090,6658039,19823871,432323,26049587,10,300000
25101,ATKINSON,HADLEY,1090,36990003,2033997,932501,38091499,15,400000
25102,HORN,HOYT,1090,28934689,3637095,306630,32265154,15,400000
25103,JEFFERSON,MCGRAW,1090,24948690,14654320,664967,38938043,15,400000
25104,ROSALES,PAGAN,1090,26205353,16565376,359217,42411512,20,450000
25105,YORK,LAND,1090,24226102,4860828,401281,28685649,10,300000
25106,CHRISTIAN,TIDWELL,1090,40202302,17336219,67532,57470989,20,450000
25107,PHELPS,LOVELL,1090,37042759,13131480,886452,49287787,20,450000
25108,FARRELL,MINER,1090,35943095,12184922,263472,47864545,20,450000
25109,CASTANEDA,DOSS,1090,21648629,9279769,643950,30284448,15,400000
25110,NASH,DAHL,1090,24177148,6031454,361853,29846749,10,300000
25111,DICKERSON,DELATORRE,1090,33509828,12994508,642691,45861645,20,450000
25112,BOND,STANFORD,1090,33726478,1839740,647866,34918352,15,400000
25113,WYATT,KAUFFMAN,1090,23021173,19519673,868582,41672264,20,450000
25114,FOLEY,VELA,1090,38911717,13898449,753331,52056835,20,450000
25115,CHASE,GAGNON,1090,35847858,8704527,275636,44276749,20,450000
25116,GATES,WINSTON,1090,24157098,13320058,717418,36759738,15,400000
25117,VINCENT,GOMES,1090,31529385,10490020,92260,41927145,20,450000
25118,MATHEWS,THACKER,1090,22512023,7413114,64179,29860958,10,300000
25119,HODGE,CORONADO,1090,31437173,14529035,83819,45882389,20,450000
25120,GARRISON,ASH,1090,10651265,10814165,259769,21205661,10,300000
25121,TREVINO,JARRETT,1090,15528656,11125578,355149,26299085,10,300000
25122,VILLARREAL,HAGER,1090,44262161,15115434,235490,59142105,20,450000
25123,HEATH,SAMUELS,1090,38902082,12630443,953111,50579414,20,450000
25124,DALTON,METZGER,1090,30589068,19510873,117720,49982221,20,450000
25125,VALENCIA,RAINES,1090,14829869,4014089,724150,18119808,8,250000
25126,CALLAHAN,SPIVEY,1090,41629977,3727158,1451,45355684,20,450000
25127,HENSLEY,MAURER,1090,16958122,13799199,966781,29790540,10,300000
25128,ATKINS,HAN,1090,40223702,10351806,358170,50217338,20,450000
25129,HUFFMAN,VOSS,1090,23227566,12255778,555182,34928162,15,400000
25130,ROY,HENLEY,1090,47750173,14444836,896724,61298285,30,500000
25131,BOYER,CABALLERO,1090,45307657,5681029,639237,50349449,20,450000
25132,SHIELDS,CARUSO,1090,37018347,12692992,568244,49143095,20,450000
25133,LIN,COULTER,1090,35191346,8909086,830488,43269944,20,450000
25134,HANCOCK,NORTH,1090,11587147,13110641,425901,24271887,10,300000
25135,GRIMES,FINN,1090,36457696,1802751,810993,37449454,15,400000
25136,GLENN,CAHILL,1090,49199602,5228845,653276,53775171,20,450000
25137,CLINE,LANIER,1090,13925163,10382240,801824,23505579,10,300000
25138,DELACRUZ,SOUZA,1090,3726947,14069936,315534,17481349,8,250000
25139,CAMACHO,MCWILLIAMS,1090,29978558,10961592,124590,40815560,20,450000
25140,DILLON,DEAL,1090,23130980,18788534,737175,41182339,20,450000
25141,PARRISH,URBAN,1090,33801490,4683987,363719,38121758,15,400000
25142,ONEILL,SCHAFFER,1090,17725049,15452510,745678,32431881,15,400000
25143,MELTON,HOUSER,1090,9263298,16886140,237919,25911519,10,300000
25144,BOOTH,CUMMINS,1090,22000635,14846947,946503,35901079,15,400000
25145,KANE,ROMO,1090,9073793,19660065,401465,28332393,10,300000
25146,BERG,CROCKER,1090,40068153,15040892,938848,54170197,20,450000
25147,HARRELL,BASSETT,1090,13922917,3011165,353953,16580129,8,250000
25148,PITTS,KRUSE,1090,4534577,2494567,940923,6088221,5,150000
25149,SAVAGE,BOLDEN,1090,2490579,6997662,303474,9184767,6,200000
25150,WIGGINS,YBARRA,1090,4582310,2481754,540857,6523207,5,150000
25151,BRENNAN,METZ,1090,763185,5969630,742354,5990461,5,150000
25152,SALAS,ROOT,1090,10386774,17862291,944651,27304414,10,300000
25153,MARKS,MCMULLEN,1090,17437359,5534762,230327,22741794,10,300000
25154,RUSSO,HAGAN,1090,10029115,10422371,190326,20261160,10,300000
25155,SAWYER,CRUMP,1090,27118640,7386017,905880,33598777,15,400000
25156,BAXTER,GUIDRY,1090,37994399,18431607,932104,55493902,20,450000
25157,GOLDEN,BRANTLEY,1090,34267341,7213599,352807,41128133,20,450000
25158,HUTCHINSON,KEARNEY,1090,19840642,10599482,672220,29767904,10,300000
25159,LIU,BEAL,1090,15365836,10649894,626738,25388992,10,300000
25160,WALTER,TOTH,1090,3035493,17182540,261734,19956299,8,250000
25161,MCDOWELL,JORGENSEN,1090,12844093,12605690,900720,24549063,10,300000
25162,WILEY,TIMMONS,1090,7706299,15641266,669475,22678090,10,300000
25163,RICH,MILTON,1090,28320410,10830452,548163,38602699,15,400000
25164,HUMPHREY,TRIPP,1090,42111032,3164776,60720,45215088,20,450000
25165,JOHNS,HURD,1090,41779255,11057672,962050,51874877,20,450000
25166,KOCH,SAPP,1090,17834587,19632389,96181,37370795,15,400000
25167,SUAREZ,WHITMAN,1090,10138616,12639569,410869,22367316,10,300000
25168,HOBBS,MESSER,1090,9857922,11671673,10737,21518858,10,300000
25169,BEARD,BURGOS,1090,4436497,11137349,478457,15095389,8,250000
25170,GILMORE,MAJOR,1090,22839698,3111598,918489,25032807,10,300000
25171,IBARRA,WESTBROOK,1090,34826697,5960065,574427,40212335,20,450000
25172,KEITH,CASTLE,1090,18653275,17774548,458953,35968870,15,400000
25173,MACIAS,SERNA,1090,3383263,17198511,612965,19968809,8,250000
25174,KHAN,CARLISLE,1090,17312436,17010193,809533,33513096,15,400000
25175,ANDRADE,VARELA,1090,10158952,13537062,657318,23038696,10,300000
25176,WARE,CULLEN,1090,28281336,15439967,825543,42895760,20,450000
25177,STEPHENSON,WILHELM,1090,7580037,6673963,335730,13918270,8,250000
25178,HENSON,BERGERON,1090,35533057,8926264,914022,43545299,20,450000
25179,WILKERSON,BURGER,1090,28405377,6609758,43049,34972086,15,400000
25180,DYER,POSEY,1090,13445544,10545920,442006,23549458,10,300000
25181,MCCLURE,BARNHART,1090,18992500,10317990,156513,29153977,10,300000
25182,BLACKWELL,HACKETT,1090,14574710,17647454,414601,31807563,15,400000
25183,MERCADO,MADRIGAL,1090,19404836,7191832,622095,25974573,10,300000
25184,TANNER,EUBANKS,1090,25486440,13953974,817566,38622848,15,400000
25185,EATON,SIZEMORE,1090,8338175,19536790,207352,27667613,10,300000
25186,CLAY,HILLIARD,1090,5323844,10835109,145243,16013710,8,250000
25187,BARRON,HARGROVE,1090,4285829,2490083,926327,5849585,5,150000
25188,BEASLEY,BOUCHER,1090,30841253,16528033,134000,47235286,20,450000
25189,ONEAL,THOMASON,1090,36961363,16050503,904408,52107458,20,450000
25190,PRESTON,MELVIN,1090,24517035,8833632,560641,32790026,15,400000
25191,SMALL,ROPER,1090,32454917,16342269,878951,47918235,20,450000
25192,WU,BARNARD,1090,15079432,1314349,425363,15968418,8,250000
25193,ZAMORA,FONSECA,1090,41536609,7338016,863725,48010900,20,450000
25194,MACDONALD,PEDERSEN,1090,9516341,18454831,839599,27131573,10,300000
25195,VANCE,QUIROZ,1090,40857784,13610104,214447,54253441,20,450000
25196,SNOW,WASHBURN,1090,33456491,18716201,540874,51631818,20,450000
25197,MCCLAIN,HOLLIDAY,1090,12010187,7455728,370220,19095695,8,250000
25198,STAFFORD,YEE,1090,49566778,7410976,343631,56634123,20,450000
25199,OROZCO,RUDOLPH,1090,30825463,17176515,313632,47688346,20,450000
25200,BARRY,BERMUDEZ,1090,12914632,1580101,684420,13810313,8,250000
25201,ENGLISH,COYLE,1090,26572946,10481397,757335,36297008,15,400000
25202,SHANNON,GIL,1090,7640062,6715918,784116,13571864,8,250000
25203,KLINE,PINA,1090,20988202,9185695,778230,29395667,10,300000
25204,JACOBSON,GOODRICH,1090,47377467,17331830,847396,63861901,30,500000
25205,WOODARD,ELIAS,1090,45455146,15118245,207811,60365580,30,500000
25206,HUANG,LOCKWOOD,1090,9035769,9702659,691311,18047117,8,250000
25207,KEMP,CABRAL,1090,41118552,9977589,569304,50526837,20,450000
25208,MOSLEY,CARRANZA,1090,29585562,10901455,275609,40211408,20,450000
25209,PRINCE,DUVALL,1090,24693440,4437541,864956,28266025,10,300000
25210,MERRITT,CORNELIUS,1090,1331867,19520572,26022,20826417,10,300000
25211,HURST,MCCOLLUM,1090,33836927,17570541,284631,51122837,20,450000
25212,VILLANUEVA,STREET,1090,31915548,17158984,273549,48800983,20,450000
25213,ROACH,MCNEAL,1090,10085749,8065424,821707,17329466,8,250000
25214,NOLAN,CONNORS,1090,7135551,17051050,295325,23891276,10,300000
25215,LAM,ANGEL,1090,19406698,14132203,358053,33180848,15,400000
25216,YODER,PAULSON,1090,36160146,16447866,698581,51909431,20,450000
25217,MCCULLOUGH,HINSON,1090,19455242,12791531,776900,31469873,15,400000
25218,LESTER,KEENAN,1090,22452377,15520121,224552,37747946,15,400000
25219,SANTANA,SHELDON,1090,1106529,8092440,822641,8376328,6,200000
25220,VALENZUELA,FARR,1090,33166078,18915255,133200,51948133,20,450000
25221,WINTERS,EDDY,1090,6208377,11958836,49935,18117278,8,250000
25222,BARRERA,SAMUEL,1090,16973021,5423017,937180,21458858,10,300000
25223,LEACH,RING,1090,6267973,7829158,231638,13865493,8,250000
25224,ORR,LEDBETTER,1090,47107277,13845311,50063,60902525,30,500000
25225,BERGER,BETTS,1090,17239400,2297284,484373,19052311,8,250000
25226,MCKEE,FONTENOT,1090,22311074,5460197,475145,27296126,10,300000
25227,STRONG,GIFFORD,1090,20494092,11601550,180549,31915093,15,400000
25228,CONWAY,HANNAH,1090,35271758,3869487,941164,38200081,15,400000
25229,STEIN,HANLEY,1090,41941483,14198207,348476,55791214,20,450000
25230,WHITEHEAD,PERSON,1090,44499657,15935513,610108,59825062,20,450000
25231,BULLOCK,FOUNTAIN,1090,9128294,7005751,203889,15930156,8,250000
25232,ESCOBAR,LEVIN,1090,1927811,4539429,13997,6453243,5,150000
25233,KNOX,STUBBS,1090,36928272,17369822,93371,54204723,20,450000
25234,MEADOWS,HIGHTOWER,1090,5480750,9273285,270997,14483038,8,250000
25235,SOLOMON,MURDOCK,1090,4891955,1345958,707433,5530480,5,150000
25236,VELEZ,KOEHLER,1090,1330000,10772427,49531,12052896,8,250000
25237,ODONNELL,MA,1090,38494834,5115396,809057,42801173,20,450000
25238,KERR,ENGLE,1090,34555868,6883344,189137,41250075,20,450000
25239,STOUT,SMILEY,1090,8242461,9107785,656331,16693915,8,250000
25240,BLANKENSHIP,CARMICHAEL,1090,21703066,18530978,671037,39563007,15,400000
